symbol,earnigs_date
DTIL,2013-12-17
PFHD,2013-12-17
CFRX,2013-12-17
SIC,2013-12-17
UTSI,2013-12-17
AIRI,2013-12-17
PLXP,2013-12-17
NMTR,2013-12-17
FSI,2013-12-17
XBIO,2013-12-17
WFTIQ,2013-12-17
DKNG,2013-12-17
JD,2013-12-16
VFC,2013-12-16
ATNM,2013-12-16
HTHIY,2013-12-16
TGTX,2013-12-16
TGS,2013-12-16
PBF,2013-12-16
MAG,2013-12-16
TOELY,2013-12-16
JAPAY,2013-12-16
OCPNY,2013-12-16
SZKMY,2013-12-16
FUJHY,2013-12-16
MKTAY,2013-12-16
ASEKY,2013-12-16
AACAY,2013-12-16
CBPO,2013-12-16
PORBF,2013-12-16
LX,2013-12-16
IMVT,2013-12-16
TOPCF,2013-12-16
GVA,2013-12-16
STML,2013-12-16
CYD,2013-12-16
PBFX,2013-12-16
CTK,2013-12-16
DTIL,2013-12-16
PFHD,2013-12-16
CFRX,2013-12-16
SIC,2013-12-16
UTSI,2013-12-16
AIRI,2013-12-16
PLXP,2013-12-16
NMTR,2013-12-16
FSI,2013-12-16
XBIO,2013-12-16
WFTIQ,2013-12-16
DKNG,2013-12-16
JD,2013-12-15
VFC,2013-12-15
ATNM,2013-12-15
HTHIY,2013-12-15
TGTX,2013-12-15
TGS,2013-12-15
PBF,2013-12-15
MAG,2013-12-15
TOELY,2013-12-15
JAPAY,2013-12-15
OCPNY,2013-12-15
SZKMY,2013-12-15
FUJHY,2013-12-15
MKTAY,2013-12-15
ASEKY,2013-12-15
AACAY,2013-12-15
CBPO,2013-12-15
PORBF,2013-12-15
LX,2013-12-15
IMVT,2013-12-15
TOPCF,2013-12-15
GVA,2013-12-15
STML,2013-12-15
CYD,2013-12-15
PBFX,2013-12-15
CTK,2013-12-15
DTIL,2013-12-15
PFHD,2013-12-15
CFRX,2013-12-15
SIC,2013-12-15
UTSI,2013-12-15
AIRI,2013-12-15
PLXP,2013-12-15
NMTR,2013-12-15
FSI,2013-12-15
XBIO,2013-12-15
WFTIQ,2013-12-15
DKNG,2013-12-15
JD,2013-12-14
VFC,2013-12-14
ATNM,2013-12-14
HTHIY,2013-12-14
TGTX,2013-12-14
TGS,2013-12-14
PBF,2013-12-14
MAG,2013-12-14
TOELY,2013-12-14
JAPAY,2013-12-14
OCPNY,2013-12-14
SZKMY,2013-12-14
FUJHY,2013-12-14
MKTAY,2013-12-14
ASEKY,2013-12-14
AACAY,2013-12-14
CBPO,2013-12-14
PORBF,2013-12-14
LX,2013-12-14
IMVT,2013-12-14
TOPCF,2013-12-14
GVA,2013-12-14
STML,2013-12-14
CYD,2013-12-14
PBFX,2013-12-14
CTK,2013-12-14
DTIL,2013-12-14
PFHD,2013-12-14
CFRX,2013-12-14
SIC,2013-12-14
UTSI,2013-12-14
AIRI,2013-12-14
PLXP,2013-12-14
NMTR,2013-12-14
FSI,2013-12-14
XBIO,2013-12-14
WFTIQ,2013-12-14
DKNG,2013-12-14
JD,2013-12-13
VFC,2013-12-13
ATNM,2013-12-13
HTHIY,2013-12-13
TGTX,2013-12-13
TGS,2013-12-13
PBF,2013-12-13
MAG,2013-12-13
TOELY,2013-12-13
JAPAY,2013-12-13
OCPNY,2013-12-13
SZKMY,2013-12-13
FUJHY,2013-12-13
MKTAY,2013-12-13
ASEKY,2013-12-13
AACAY,2013-12-13
CBPO,2013-12-13
PORBF,2013-12-13
LX,2013-12-13
IMVT,2013-12-13
TOPCF,2013-12-13
GVA,2013-12-13
STML,2013-12-13
CYD,2013-12-13
PBFX,2013-12-13
CTK,2013-12-13
DTIL,2013-12-13
PFHD,2013-12-13
CFRX,2013-12-13
SIC,2013-12-13
UTSI,2013-12-13
AIRI,2013-12-13
PLXP,2013-12-13
NMTR,2013-12-13
FSI,2013-12-13
XBIO,2013-12-13
WFTIQ,2013-12-13
DKNG,2013-12-13
JD,2013-12-12
VFC,2013-12-12
ATNM,2013-12-12
HTHIY,2013-12-12
TGTX,2013-12-12
TGS,2013-12-12
PBF,2013-12-12
MAG,2013-12-12
TOELY,2013-12-12
JAPAY,2013-12-12
OCPNY,2013-12-12
SZKMY,2013-12-12
FUJHY,2013-12-12
MKTAY,2013-12-12
ASEKY,2013-12-12
AACAY,2013-12-12
CBPO,2013-12-12
PORBF,2013-12-12
LX,2013-12-12
IMVT,2013-12-12
TOPCF,2013-12-12
GVA,2013-12-12
STML,2013-12-12
CYD,2013-12-12
PBFX,2013-12-12
CTK,2013-12-12
DTIL,2013-12-12
PFHD,2013-12-12
CFRX,2013-12-12
SIC,2013-12-12
UTSI,2013-12-12
AIRI,2013-12-12
PLXP,2013-12-12
NMTR,2013-12-12
FSI,2013-12-12
XBIO,2013-12-12
WFTIQ,2013-12-12
DKNG,2013-12-12
JD,2013-12-11
VFC,2013-12-11
ATNM,2013-12-11
HTHIY,2013-12-11
TGTX,2013-12-11
TGS,2013-12-11
PBF,2013-12-11
MAG,2013-12-11
TOELY,2013-12-11
JAPAY,2013-12-11
OCPNY,2013-12-11
SZKMY,2013-12-11
FUJHY,2013-12-11
MKTAY,2013-12-11
ASEKY,2013-12-11
AACAY,2013-12-11
CBPO,2013-12-11
PORBF,2013-12-11
LX,2013-12-11
IMVT,2013-12-11
TOPCF,2013-12-11
GVA,2013-12-11
STML,2013-12-11
CYD,2013-12-11
PBFX,2013-12-11
CTK,2013-12-11
DTIL,2013-12-11
PFHD,2013-12-11
CFRX,2013-12-11
SIC,2013-12-11
UTSI,2013-12-11
AIRI,2013-12-11
PLXP,2013-12-11
NMTR,2013-12-11
FSI,2013-12-11
XBIO,2013-12-11
WFTIQ,2013-12-11
DKNG,2013-12-11
JD,2013-12-10
VFC,2013-12-10
ATNM,2013-12-10
HTHIY,2013-12-10
TGTX,2013-12-10
TGS,2013-12-10
PBF,2013-12-10
MAG,2013-12-10
TOELY,2013-12-10
JAPAY,2013-12-10
OCPNY,2013-12-10
SZKMY,2013-12-10
FUJHY,2013-12-10
MKTAY,2013-12-10
ASEKY,2013-12-10
AACAY,2013-12-10
CBPO,2013-12-10
PORBF,2013-12-10
LX,2013-12-10
IMVT,2013-12-10
TOPCF,2013-12-10
GVA,2013-12-10
STML,2013-12-10
CYD,2013-12-10
PBFX,2013-12-10
CTK,2013-12-10
DTIL,2013-12-10
PFHD,2013-12-10
CFRX,2013-12-10
SIC,2013-12-10
UTSI,2013-12-10
AIRI,2013-12-10
PLXP,2013-12-10
NMTR,2013-12-10
FSI,2013-12-10
XBIO,2013-12-10
WFTIQ,2013-12-10
DKNG,2013-12-10
JD,2013-12-09
VFC,2013-12-09
ATNM,2013-12-09
HTHIY,2013-12-09
TGTX,2013-12-09
TGS,2013-12-09
PBF,2013-12-09
MAG,2013-12-09
TOELY,2013-12-09
JAPAY,2013-12-09
OCPNY,2013-12-09
SZKMY,2013-12-09
FUJHY,2013-12-09
MKTAY,2013-12-09
ASEKY,2013-12-09
AACAY,2013-12-09
CBPO,2013-12-09
PORBF,2013-12-09
LX,2013-12-09
IMVT,2013-12-09
TOPCF,2013-12-09
GVA,2013-12-09
STML,2013-12-09
CYD,2013-12-09
PBFX,2013-12-09
CTK,2013-12-09
DTIL,2013-12-09
PFHD,2013-12-09
CFRX,2013-12-09
SIC,2013-12-09
UTSI,2013-12-09
AIRI,2013-12-09
PLXP,2013-12-09
NMTR,2013-12-09
FSI,2013-12-09
XBIO,2013-12-09
WFTIQ,2013-12-09
DKNG,2013-12-09
JD,2013-12-08
VFC,2013-12-08
ATNM,2013-12-08
HTHIY,2013-12-08
TGTX,2013-12-08
TGS,2013-12-08
PBF,2013-12-08
MAG,2013-12-08
TOELY,2013-12-08
JAPAY,2013-12-08
OCPNY,2013-12-08
SZKMY,2013-12-08
FUJHY,2013-12-08
MKTAY,2013-12-08
ASEKY,2013-12-08
AACAY,2013-12-08
CBPO,2013-12-08
PORBF,2013-12-08
LX,2013-12-08
IMVT,2013-12-08
TOPCF,2013-12-08
GVA,2013-12-08
STML,2013-12-08
CYD,2013-12-08
PBFX,2013-12-08
CTK,2013-12-08
DTIL,2013-12-08
PFHD,2013-12-08
CFRX,2013-12-08
SIC,2013-12-08
UTSI,2013-12-08
AIRI,2013-12-08
PLXP,2013-12-08
NMTR,2013-12-08
FSI,2013-12-08
XBIO,2013-12-08
WFTIQ,2013-12-08
DKNG,2013-12-08
JD,2013-12-07
VFC,2013-12-07
ATNM,2013-12-07
HTHIY,2013-12-07
TGTX,2013-12-07
TGS,2013-12-07
PBF,2013-12-07
MAG,2013-12-07
TOELY,2013-12-07
JAPAY,2013-12-07
OCPNY,2013-12-07
SZKMY,2013-12-07
FUJHY,2013-12-07
MKTAY,2013-12-07
ASEKY,2013-12-07
AACAY,2013-12-07
CBPO,2013-12-07
PORBF,2013-12-07
LX,2013-12-07
IMVT,2013-12-07
TOPCF,2013-12-07
GVA,2013-12-07
STML,2013-12-07
CYD,2013-12-07
PBFX,2013-12-07
CTK,2013-12-07
DTIL,2013-12-07
PFHD,2013-12-07
CFRX,2013-12-07
SIC,2013-12-07
UTSI,2013-12-07
AIRI,2013-12-07
PLXP,2013-12-07
NMTR,2013-12-07
FSI,2013-12-07
XBIO,2013-12-07
WFTIQ,2013-12-07
DKNG,2013-12-07
JD,2013-12-06
VFC,2013-12-06
ATNM,2013-12-06
HTHIY,2013-12-06
TGTX,2013-12-06
TGS,2013-12-06
PBF,2013-12-06
MAG,2013-12-06
TOELY,2013-12-06
JAPAY,2013-12-06
OCPNY,2013-12-06
SZKMY,2013-12-06
FUJHY,2013-12-06
MKTAY,2013-12-06
ASEKY,2013-12-06
AACAY,2013-12-06
CBPO,2013-12-06
PORBF,2013-12-06
LX,2013-12-06
IMVT,2013-12-06
TOPCF,2013-12-06
GVA,2013-12-06
STML,2013-12-06
CYD,2013-12-06
PBFX,2013-12-06
CTK,2013-12-06
DTIL,2013-12-06
PFHD,2013-12-06
CFRX,2013-12-06
SIC,2013-12-06
UTSI,2013-12-06
AIRI,2013-12-06
PLXP,2013-12-06
NMTR,2013-12-06
FSI,2013-12-06
XBIO,2013-12-06
WFTIQ,2013-12-06
DKNG,2013-12-06
JD,2013-12-05
VFC,2013-12-05
ATNM,2013-12-05
HTHIY,2013-12-05
TGTX,2013-12-05
TGS,2013-12-05
PBF,2013-12-05
MAG,2013-12-05
TOELY,2013-12-05
JAPAY,2013-12-05
OCPNY,2013-12-05
SZKMY,2013-12-05
FUJHY,2013-12-05
MKTAY,2013-12-05
ASEKY,2013-12-05
AACAY,2013-12-05
CBPO,2013-12-05
PORBF,2013-12-05
LX,2013-12-05
IMVT,2013-12-05
TOPCF,2013-12-05
GVA,2013-12-05
STML,2013-12-05
CYD,2013-12-05
PBFX,2013-12-05
CTK,2013-12-05
DTIL,2013-12-05
PFHD,2013-12-05
CFRX,2013-12-05
SIC,2013-12-05
UTSI,2013-12-05
AIRI,2013-12-05
PLXP,2013-12-05
NMTR,2013-12-05
FSI,2013-12-05
XBIO,2013-12-05
WFTIQ,2013-12-05
DKNG,2013-12-05
JD,2013-12-04
VFC,2013-12-04
ATNM,2013-12-04
HTHIY,2013-12-04
TGTX,2013-12-04
TGS,2013-12-04
PBF,2013-12-04
MAG,2013-12-04
TOELY,2013-12-04
JAPAY,2013-12-04
OCPNY,2013-12-04
SZKMY,2013-12-04
FUJHY,2013-12-04
MKTAY,2013-12-04
ASEKY,2013-12-04
AACAY,2013-12-04
CBPO,2013-12-04
PORBF,2013-12-04
LX,2013-12-04
IMVT,2013-12-04
TOPCF,2013-12-04
GVA,2013-12-04
STML,2013-12-04
CYD,2013-12-04
PBFX,2013-12-04
CTK,2013-12-04
DTIL,2013-12-04
PFHD,2013-12-04
CFRX,2013-12-04
SIC,2013-12-04
UTSI,2013-12-04
AIRI,2013-12-04
PLXP,2013-12-04
NMTR,2013-12-04
FSI,2013-12-04
XBIO,2013-12-04
WFTIQ,2013-12-04
DKNG,2013-12-04
JD,2013-12-03
VFC,2013-12-03
ATNM,2013-12-03
HTHIY,2013-12-03
TGTX,2013-12-03
TGS,2013-12-03
PBF,2013-12-03
MAG,2013-12-03
TOELY,2013-12-03
JAPAY,2013-12-03
OCPNY,2013-12-03
SZKMY,2013-12-03
FUJHY,2013-12-03
MKTAY,2013-12-03
ASEKY,2013-12-03
AACAY,2013-12-03
CBPO,2013-12-03
PORBF,2013-12-03
LX,2013-12-03
IMVT,2013-12-03
TOPCF,2013-12-03
GVA,2013-12-03
STML,2013-12-03
CYD,2013-12-03
PBFX,2013-12-03
CTK,2013-12-03
DTIL,2013-12-03
PFHD,2013-12-03
CFRX,2013-12-03
SIC,2013-12-03
UTSI,2013-12-03
AIRI,2013-12-03
PLXP,2013-12-03
NMTR,2013-12-03
FSI,2013-12-03
XBIO,2013-12-03
WFTIQ,2013-12-03
DKNG,2013-12-03
JD,2013-12-02
VFC,2013-12-02
ATNM,2013-12-02
HTHIY,2013-12-02
TGTX,2013-12-02
TGS,2013-12-02
PBF,2013-12-02
MAG,2013-12-02
TOELY,2013-12-02
JAPAY,2013-12-02
OCPNY,2013-12-02
SZKMY,2013-12-02
FUJHY,2013-12-02
MKTAY,2013-12-02
ASEKY,2013-12-02
AACAY,2013-12-02
CBPO,2013-12-02
PORBF,2013-12-02
LX,2013-12-02
IMVT,2013-12-02
TOPCF,2013-12-02
GVA,2013-12-02
STML,2013-12-02
CYD,2013-12-02
PBFX,2013-12-02
CTK,2013-12-02
DTIL,2013-12-02
PFHD,2013-12-02
CFRX,2013-12-02
SIC,2013-12-02
UTSI,2013-12-02
AIRI,2013-12-02
PLXP,2013-12-02
NMTR,2013-12-02
FSI,2013-12-02
XBIO,2013-12-02
WFTIQ,2013-12-02
DKNG,2013-12-02
JD,2013-12-01
VFC,2013-12-01
ATNM,2013-12-01
HTHIY,2013-12-01
TGTX,2013-12-01
TGS,2013-12-01
PBF,2013-12-01
MAG,2013-12-01
TOELY,2013-12-01
JAPAY,2013-12-01
OCPNY,2013-12-01
SZKMY,2013-12-01
FUJHY,2013-12-01
MKTAY,2013-12-01
ASEKY,2013-12-01
AACAY,2013-12-01
CBPO,2013-12-01
PORBF,2013-12-01
LX,2013-12-01
IMVT,2013-12-01
TOPCF,2013-12-01
GVA,2013-12-01
STML,2013-12-01
CYD,2013-12-01
PBFX,2013-12-01
CTK,2013-12-01
DTIL,2013-12-01
PFHD,2013-12-01
CFRX,2013-12-01
SIC,2013-12-01
UTSI,2013-12-01
AIRI,2013-12-01
PLXP,2013-12-01
NMTR,2013-12-01
FSI,2013-12-01
XBIO,2013-12-01
WFTIQ,2013-12-01
DKNG,2013-12-01
JD,2013-11-30
VFC,2013-11-30
ATNM,2013-11-30
HTHIY,2013-11-30
TGTX,2013-11-30
TGS,2013-11-30
PBF,2013-11-30
MAG,2013-11-30
TOELY,2013-11-30
JAPAY,2013-11-30
OCPNY,2013-11-30
SZKMY,2013-11-30
FUJHY,2013-11-30
MKTAY,2013-11-30
ASEKY,2013-11-30
AACAY,2013-11-30
CBPO,2013-11-30
PORBF,2013-11-30
LX,2013-11-30
IMVT,2013-11-30
TOPCF,2013-11-30
GVA,2013-11-30
STML,2013-11-30
CYD,2013-11-30
PBFX,2013-11-30
CTK,2013-11-30
DTIL,2013-11-30
PFHD,2013-11-30
CFRX,2013-11-30
SIC,2013-11-30
UTSI,2013-11-30
AIRI,2013-11-30
PLXP,2013-11-30
NMTR,2013-11-30
FSI,2013-11-30
XBIO,2013-11-30
WFTIQ,2013-11-30
DKNG,2013-11-30
JD,2013-11-29
VFC,2013-11-29
ATNM,2013-11-29
HTHIY,2013-11-29
TGTX,2013-11-29
TGS,2013-11-29
PBF,2013-11-29
MAG,2013-11-29
TOELY,2013-11-29
JAPAY,2013-11-29
OCPNY,2013-11-29
SZKMY,2013-11-29
FUJHY,2013-11-29
MKTAY,2013-11-29
ASEKY,2013-11-29
AACAY,2013-11-29
CBPO,2013-11-29
PORBF,2013-11-29
LX,2013-11-29
IMVT,2013-11-29
TOPCF,2013-11-29
GVA,2013-11-29
STML,2013-11-29
CYD,2013-11-29
PBFX,2013-11-29
CTK,2013-11-29
DTIL,2013-11-29
PFHD,2013-11-29
CFRX,2013-11-29
SIC,2013-11-29
UTSI,2013-11-29
AIRI,2013-11-29
PLXP,2013-11-29
NMTR,2013-11-29
FSI,2013-11-29
XBIO,2013-11-29
WFTIQ,2013-11-29
DKNG,2013-11-29
JD,2013-11-28
VFC,2013-11-28
ATNM,2013-11-28
HTHIY,2013-11-28
TGTX,2013-11-28
TGS,2013-11-28
PBF,2013-11-28
MAG,2013-11-28
TOELY,2013-11-28
JAPAY,2013-11-28
OCPNY,2013-11-28
SZKMY,2013-11-28
FUJHY,2013-11-28
MKTAY,2013-11-28
ASEKY,2013-11-28
AACAY,2013-11-28
CBPO,2013-11-28
PORBF,2013-11-28
LX,2013-11-28
IMVT,2013-11-28
TOPCF,2013-11-28
GVA,2013-11-28
STML,2013-11-28
CYD,2013-11-28
PBFX,2013-11-28
CTK,2013-11-28
DTIL,2013-11-28
PFHD,2013-11-28
CFRX,2013-11-28
SIC,2013-11-28
UTSI,2013-11-28
AIRI,2013-11-28
PLXP,2013-11-28
NMTR,2013-11-28
FSI,2013-11-28
XBIO,2013-11-28
WFTIQ,2013-11-28
DKNG,2013-11-28
JD,2013-11-27
VFC,2013-11-27
ATNM,2013-11-27
HTHIY,2013-11-27
TGTX,2013-11-27
TGS,2013-11-27
PBF,2013-11-27
MAG,2013-11-27
TOELY,2013-11-27
JAPAY,2013-11-27
OCPNY,2013-11-27
SZKMY,2013-11-27
FUJHY,2013-11-27
MKTAY,2013-11-27
ASEKY,2013-11-27
AACAY,2013-11-27
CBPO,2013-11-27
PORBF,2013-11-27
LX,2013-11-27
IMVT,2013-11-27
TOPCF,2013-11-27
GVA,2013-11-27
STML,2013-11-27
CYD,2013-11-27
PBFX,2013-11-27
CTK,2013-11-27
DTIL,2013-11-27
PFHD,2013-11-27
CFRX,2013-11-27
SIC,2013-11-27
UTSI,2013-11-27
AIRI,2013-11-27
PLXP,2013-11-27
NMTR,2013-11-27
FSI,2013-11-27
XBIO,2013-11-27
WFTIQ,2013-11-27
DKNG,2013-11-27
JD,2013-11-26
VFC,2013-11-26
ATNM,2013-11-26
HTHIY,2013-11-26
TGTX,2013-11-26
TGS,2013-11-26
PBF,2013-11-26
MAG,2013-11-26
TOELY,2013-11-26
JAPAY,2013-11-26
OCPNY,2013-11-26
SZKMY,2013-11-26
FUJHY,2013-11-26
MKTAY,2013-11-26
ASEKY,2013-11-26
AACAY,2013-11-26
CBPO,2013-11-26
PORBF,2013-11-26
LX,2013-11-26
IMVT,2013-11-26
TOPCF,2013-11-26
GVA,2013-11-26
STML,2013-11-26
CYD,2013-11-26
PBFX,2013-11-26
CTK,2013-11-26
DTIL,2013-11-26
PFHD,2013-11-26
CFRX,2013-11-26
SIC,2013-11-26
UTSI,2013-11-26
AIRI,2013-11-26
PLXP,2013-11-26
NMTR,2013-11-26
FSI,2013-11-26
XBIO,2013-11-26
WFTIQ,2013-11-26
DKNG,2013-11-26
JD,2013-11-25
VFC,2013-11-25
ATNM,2013-11-25
HTHIY,2013-11-25
TGTX,2013-11-25
TGS,2013-11-25
PBF,2013-11-25
MAG,2013-11-25
TOELY,2013-11-25
JAPAY,2013-11-25
OCPNY,2013-11-25
SZKMY,2013-11-25
FUJHY,2013-11-25
MKTAY,2013-11-25
ASEKY,2013-11-25
AACAY,2013-11-25
CBPO,2013-11-25
PORBF,2013-11-25
LX,2013-11-25
IMVT,2013-11-25
TOPCF,2013-11-25
GVA,2013-11-25
STML,2013-11-25
CYD,2013-11-25
PBFX,2013-11-25
CTK,2013-11-25
DTIL,2013-11-25
PFHD,2013-11-25
CFRX,2013-11-25
SIC,2013-11-25
UTSI,2013-11-25
AIRI,2013-11-25
PLXP,2013-11-25
NMTR,2013-11-25
FSI,2013-11-25
XBIO,2013-11-25
WFTIQ,2013-11-25
DKNG,2013-11-25
JD,2013-11-24
VFC,2013-11-24
ATNM,2013-11-24
HTHIY,2013-11-24
TGTX,2013-11-24
TGS,2013-11-24
PBF,2013-11-24
MAG,2013-11-24
TOELY,2013-11-24
JAPAY,2013-11-24
OCPNY,2013-11-24
SZKMY,2013-11-24
FUJHY,2013-11-24
MKTAY,2013-11-24
ASEKY,2013-11-24
AACAY,2013-11-24
CBPO,2013-11-24
PORBF,2013-11-24
LX,2013-11-24
IMVT,2013-11-24
TOPCF,2013-11-24
GVA,2013-11-24
STML,2013-11-24
CYD,2013-11-24
PBFX,2013-11-24
CTK,2013-11-24
DTIL,2013-11-24
PFHD,2013-11-24
CFRX,2013-11-24
SIC,2013-11-24
UTSI,2013-11-24
AIRI,2013-11-24
PLXP,2013-11-24
NMTR,2013-11-24
FSI,2013-11-24
XBIO,2013-11-24
WFTIQ,2013-11-24
DKNG,2013-11-24
JD,2013-11-23
VFC,2013-11-23
ATNM,2013-11-23
HTHIY,2013-11-23
TGTX,2013-11-23
TGS,2013-11-23
PBF,2013-11-23
MAG,2013-11-23
TOELY,2013-11-23
JAPAY,2013-11-23
OCPNY,2013-11-23
SZKMY,2013-11-23
FUJHY,2013-11-23
MKTAY,2013-11-23
ASEKY,2013-11-23
AACAY,2013-11-23
CBPO,2013-11-23
PORBF,2013-11-23
LX,2013-11-23
IMVT,2013-11-23
TOPCF,2013-11-23
GVA,2013-11-23
STML,2013-11-23
CYD,2013-11-23
PBFX,2013-11-23
CTK,2013-11-23
DTIL,2013-11-23
PFHD,2013-11-23
CFRX,2013-11-23
SIC,2013-11-23
UTSI,2013-11-23
AIRI,2013-11-23
PLXP,2013-11-23
NMTR,2013-11-23
FSI,2013-11-23
XBIO,2013-11-23
WFTIQ,2013-11-23
DKNG,2013-11-23
JD,2013-11-22
VFC,2013-11-22
ATNM,2013-11-22
HTHIY,2013-11-22
TGTX,2013-11-22
TGS,2013-11-22
PBF,2013-11-22
MAG,2013-11-22
TOELY,2013-11-22
JAPAY,2013-11-22
OCPNY,2013-11-22
SZKMY,2013-11-22
FUJHY,2013-11-22
MKTAY,2013-11-22
ASEKY,2013-11-22
AACAY,2013-11-22
CBPO,2013-11-22
PORBF,2013-11-22
LX,2013-11-22
IMVT,2013-11-22
TOPCF,2013-11-22
GVA,2013-11-22
STML,2013-11-22
CYD,2013-11-22
PBFX,2013-11-22
CTK,2013-11-22
DTIL,2013-11-22
PFHD,2013-11-22
CFRX,2013-11-22
SIC,2013-11-22
UTSI,2013-11-22
AIRI,2013-11-22
PLXP,2013-11-22
NMTR,2013-11-22
FSI,2013-11-22
XBIO,2013-11-22
WFTIQ,2013-11-22
DKNG,2013-11-22
JD,2013-11-21
VFC,2013-11-21
ATNM,2013-11-21
HTHIY,2013-11-21
TGTX,2013-11-21
TGS,2013-11-21
PBF,2013-11-21
MAG,2013-11-21
TOELY,2013-11-21
JAPAY,2013-11-21
OCPNY,2013-11-21
SZKMY,2013-11-21
FUJHY,2013-11-21
MKTAY,2013-11-21
ASEKY,2013-11-21
AACAY,2013-11-21
CBPO,2013-11-21
PORBF,2013-11-21
LX,2013-11-21
IMVT,2013-11-21
TOPCF,2013-11-21
GVA,2013-11-21
STML,2013-11-21
CYD,2013-11-21
PBFX,2013-11-21
CTK,2013-11-21
DTIL,2013-11-21
PFHD,2013-11-21
CFRX,2013-11-21
SIC,2013-11-21
UTSI,2013-11-21
AIRI,2013-11-21
PLXP,2013-11-21
NMTR,2013-11-21
FSI,2013-11-21
XBIO,2013-11-21
WFTIQ,2013-11-21
DKNG,2013-11-21
JD,2013-11-20
VFC,2013-11-20
ATNM,2013-11-20
HTHIY,2013-11-20
TGTX,2013-11-20
TGS,2013-11-20
PBF,2013-11-20
MAG,2013-11-20
TOELY,2013-11-20
JAPAY,2013-11-20
OCPNY,2013-11-20
SZKMY,2013-11-20
FUJHY,2013-11-20
MKTAY,2013-11-20
ASEKY,2013-11-20
AACAY,2013-11-20
CBPO,2013-11-20
PORBF,2013-11-20
LX,2013-11-20
IMVT,2013-11-20
TOPCF,2013-11-20
GVA,2013-11-20
STML,2013-11-20
CYD,2013-11-20
PBFX,2013-11-20
CTK,2013-11-20
DTIL,2013-11-20
PFHD,2013-11-20
CFRX,2013-11-20
SIC,2013-11-20
UTSI,2013-11-20
AIRI,2013-11-20
PLXP,2013-11-20
NMTR,2013-11-20
FSI,2013-11-20
XBIO,2013-11-20
WFTIQ,2013-11-20
DKNG,2013-11-20
JD,2013-11-19
VFC,2013-11-19
ATNM,2013-11-19
HTHIY,2013-11-19
TGTX,2013-11-19
TGS,2013-11-19
PBF,2013-11-19
MAG,2013-11-19
TOELY,2013-11-19
JAPAY,2013-11-19
OCPNY,2013-11-19
SZKMY,2013-11-19
FUJHY,2013-11-19
MKTAY,2013-11-19
ASEKY,2013-11-19
AACAY,2013-11-19
CBPO,2013-11-19
PORBF,2013-11-19
LX,2013-11-19
IMVT,2013-11-19
TOPCF,2013-11-19
GVA,2013-11-19
STML,2013-11-19
CYD,2013-11-19
PBFX,2013-11-19
CTK,2013-11-19
DTIL,2013-11-19
PFHD,2013-11-19
CFRX,2013-11-19
SIC,2013-11-19
UTSI,2013-11-19
AIRI,2013-11-19
PLXP,2013-11-19
NMTR,2013-11-19
FSI,2013-11-19
XBIO,2013-11-19
WFTIQ,2013-11-19
DKNG,2013-11-19
JD,2013-11-18
VFC,2013-11-18
ATNM,2013-11-18
HTHIY,2013-11-18
TGTX,2013-11-18
TGS,2013-11-18
PBF,2013-11-18
MAG,2013-11-18
TOELY,2013-11-18
JAPAY,2013-11-18
OCPNY,2013-11-18
SZKMY,2013-11-18
FUJHY,2013-11-18
MKTAY,2013-11-18
ASEKY,2013-11-18
AACAY,2013-11-18
CBPO,2013-11-18
PORBF,2013-11-18
LX,2013-11-18
IMVT,2013-11-18
TOPCF,2013-11-18
GVA,2013-11-18
STML,2013-11-18
CYD,2013-11-18
PBFX,2013-11-18
CTK,2013-11-18
DTIL,2013-11-18
PFHD,2013-11-18
CFRX,2013-11-18
SIC,2013-11-18
UTSI,2013-11-18
AIRI,2013-11-18
PLXP,2013-11-18
NMTR,2013-11-18
FSI,2013-11-18
XBIO,2013-11-18
WFTIQ,2013-11-18
DKNG,2013-11-18
JD,2013-11-17
VFC,2013-11-17
ATNM,2013-11-17
HTHIY,2013-11-17
TGTX,2013-11-17
TGS,2013-11-17
PBF,2013-11-17
MAG,2013-11-17
TOELY,2013-11-17
JAPAY,2013-11-17
OCPNY,2013-11-17
SZKMY,2013-11-17
FUJHY,2013-11-17
MKTAY,2013-11-17
ASEKY,2013-11-17
AACAY,2013-11-17
CBPO,2013-11-17
PORBF,2013-11-17
LX,2013-11-17
IMVT,2013-11-17
TOPCF,2013-11-17
GVA,2013-11-17
STML,2013-11-17
CYD,2013-11-17
PBFX,2013-11-17
CTK,2013-11-17
DTIL,2013-11-17
PFHD,2013-11-17
CFRX,2013-11-17
SIC,2013-11-17
UTSI,2013-11-17
AIRI,2013-11-17
PLXP,2013-11-17
NMTR,2013-11-17
FSI,2013-11-17
XBIO,2013-11-17
WFTIQ,2013-11-17
DKNG,2013-11-17
JD,2013-11-16
VFC,2013-11-16
ATNM,2013-11-16
HTHIY,2013-11-16
TGTX,2013-11-16
TGS,2013-11-16
PBF,2013-11-16
MAG,2013-11-16
TOELY,2013-11-16
JAPAY,2013-11-16
OCPNY,2013-11-16
SZKMY,2013-11-16
FUJHY,2013-11-16
MKTAY,2013-11-16
ASEKY,2013-11-16
AACAY,2013-11-16
CBPO,2013-11-16
PORBF,2013-11-16
LX,2013-11-16
IMVT,2013-11-16
TOPCF,2013-11-16
GVA,2013-11-16
STML,2013-11-16
CYD,2013-11-16
PBFX,2013-11-16
CTK,2013-11-16
